tweet,label
Red bitch with me dark skin friend callin talkin bout come and get me,profane
Ref finally calls it when it's an arm ball but those hoes didn't count the hand ball in the Mexico game. K #yesiamstillsalty,profane
Regular joes rockin tha boat that's us redneck yacht clubbb&#9728;&#127926;,not profane
Reina Yoshii in cock blowing threesome with her hairy pussy teasing&#160;cock http://t.co/dT4vmEPtv4,profane
"Remember that fear is there to guide you, not cripple you.",not profane
Remember when I said Uchiha&#8217;s are faggots? This week Sasuke reaffirms that with flying colors.,profane
"Remember when I told yall bout my coworker not lookin out a couple weeks back?.. Karma's a hoe, got his ass.",profane
Remember when I would spank everyone in meme wars? Because I do #faggots,profane
"Remember when black girls out numbers in front of shit. ""I'm 9 hungry"" ""You 7 stupid hoe""",profane
"Reminiscin on my swinger days, when I drove a Caddy and my bitch sported a finger wave",profane
Repeat after me: Where my bitches?,profane
Republicans aren't the only racist in America. We have racist Democrats too. But don't play the token negro card... http://t.co/FT5c4yhraG,not profane
Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,not profane
Retweet to spam this faggot RT : Dick going &#128070;,profane
Rev. Charlie Rangel: What Unions Stand For Are &#8220;Spiritual Damn Things&#8221;&#8230; LIKE INFLATABLE RATS. http://t.co/2nmrLDvIgB,not profane
Review: The Yanks are Coming! A Military History of the United States in World War I http://t.co/Hv4k1yZACH via,not profane
"Rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. But nothing is set in stone at all.",not profane
Rick is not a bitch. #TheWalkingDead,profane
Ricky is such a bitch when it comes to girls&#128530;,profane
Riding in that ooo bitch it's nasty,profane
Riding my quad with this bitch &#128540; http://t.co/EpPeMQfXxO,profane
Riding wit my old dude .. Dis nicca bangin #FreshPrince #Summertime &#128514;&#128514;&#128563;&#128533;&#128559;&#9995;,profane
Rihanna just slaying any bitch &#128525;&#128525;,profane
Rihanna must got the holy grail of pussy &#128514;,profane
Rihanna's Favorite Thing About White House Visits: 'My President Being Black' http://t.co/86zVJUzJLr #Solidarity Poking whitey-not wise..,profane
Rikanya &lt;&lt;&lt; &#128557; get this bitch out my DM,profane
"Rise up, gonna get higher and higher! Its all hips and nips, otherwise I ain't eating!",profane
Roll that weed bitch Shake that ass hoe,profane
"Roll tide, bitches",profane
Roman Catholics in the US are trash. They give Catholics in Europe a bad name.,profane
Roman on GTA IV is a pussy.,profane
Ronnie Radke's a fucking fag. Fronz owns his ass.,profane
Ronny kamm is a pussy,profane
Rosco would get jealous though. He a bitch,profane
"Rose colored glasses only, you guys. #wvnextin6",not profane
"Roseanne really bums me out. The show, and the woman. On that note, it's time to chug some ZzzQuil.",not profane
Roses be red Orchids be bigger Donts tell yo daddy You fuckin a nigger #VDdie,profane
Ross a bitch for not responding,profane
Ross got Amber Rose naked these hoes ain't loyal wiz,profane
Ross text me back you twat,profane
Rotherdam #RapeJihad coverup: young girls sacrificed on altar of political correctness in favor pf paki pedo gangs http://t.co/RDgyG6GURv,not profane
Round #3 on you hoes #chitown #sb2014 http://t.co/gd0Ya153rl,profane
Rows for the hoes Curls for the girls Planks for the skanks Deep cuts for the sluts Quads for the broads No pecs No sex,profane
Roy Hibbert so trash. It's unbelievable.,profane
Rt &#8220;: stop being a hoe sheesh &#8220;: I want 3 boys&#8221;&#8221;,profane
Rt &#8220;: When I see you walk up I think hoe&#8221;,profane
Rt for a Hdm *everybody* &#128514;&#128514;&#128514;&#128514; block bitches too,profane
Ruby is not ugly #bunga bunga,not profane
Rudy Throws Fastballs Near Charlie&#8217;s Chin..(No Sweat) Crist Ducking Giuliani Campaign Politics In Florida! DoG http://t.co/EJpdwlS5qj&#8217;s-chin,not profane
Rule number one never pursue a bitch from da ova side,profane
Rule number two don't trust nobody especially a bitch with a hookers body,profane
Ruley a bitch ry,profane
"Run in ya spot, smash ya hoe fuck on ya couch",profane
Run it in her pussy like a crash dummy.,profane
"Run it up first , these hoes come later&#9996;&#65039;",profane
Run out with the baldhead bitch thing....,profane
"Run that nigga, you don't want that nigga, but I need a bad bitch that's hotter than me",profane
Runnin' so much game I fuck around &amp; lap a bitch..,profane
Running dangerously low on cigarettes these bitches better last me till Monday or Tuesday,profane
Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB,not profane
Russian roulette that hoe,profane
Rusty hoe to bumpin 2 me #NeedDaName http://t.co/DwAEjyUbQr,profane
S/O for keeping me sane when I'm a cunt,profane
"S/O To all the hoes waiting up for that goodnight text.. Bitch please, that nigga don't love you",profane
S/O the young bitches &amp; females &#128514;,profane
S/O to flowing wells varsity soccer tomorrow yall are playing ironwood Kick their asses. I'm pretty sure this fag is playing,profane
S/O to my Luu's. These are down bitches! Don't fuck with them.,profane
"S/O to my favorite nigger to work on the plantation just remember next time, ask for the watermelon. Dont steal it.",profane
S/O to the fine bitch at Walmart Just now. Melted me at the ankles 0_0,profane
S/O to this hoe tonight ol hating ass http://t.co/HIt4475tyZ,profane
S/o that real bitch,profane
S/o to dat bitch ass nigga in Alabama who wanna kill me #GoodLucc,profane
S/o to my ace boon one of the few of the real girls on campus!! #YouMyNigga,profane
S/o to my mom came home to tacos and brownies &#9786;&#65039;&#128523;,not profane
S/o to my old hoes..S/o to my new hoes!!!,profane
S/o to the homie niggah stay making bomb food when we high af,profane
SEE!! I TOLD y'all Nikko was holding her ass up!! That bitch ain't got no upper body strength!!!,profane
SEnd y'all bitch asses fishing with us RT : We ain't beat San Antonio all season I don't wanna play them nigguhs #straightup,profane
SHIT! RT : I want a bitch so bad that I'd eat her in front of her kids!&#128553;,profane
"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;",profane
"SMH Maybe they don't wanna be actual whores. RT : ""If you have wet pussy, you shouldn't have a dry purse""",profane
SNL mocks entire Obama tenure in Ebola skit - Hot Air http://t.co/miJdg6x6UC,not profane
SOMEBODY please BRING OUT OF MY hotel room and HIRE ME for something REAL&gt; I work hard for somebody throwing me in the trash. #IWantOut,not profane
"SOO guys those tweets are bullshit. Be you.. And if the bitch ""is to stupid what she wants"" then she not stupid It's that she doesn't want u",profane
STFU BORIS FAGJO! RT Cause he a faggot!! Makes sense now right?? RT Bran prolly real nurturing lol,profane
STOP texting these hoes good morning!,profane
SWAG !&#8220;: bitch im serious http://t.co/UFqHqSc7Xv&#8221;,profane
"Sad that girls look up to Kim so much. Like damn she got famous from being a hoe, and making sex tapes. We need to find better role models.",profane
Sadboy bitch we worldwidee,profane
Said you a mean bitch,profane
Sakurako legs spread wide as she takes a big cock deep in her&#160;twat http://t.co/36CVHP6C70,profane
Saltine crackers for dinner lol. Sad lyfe.,not profane
Salute RT : &#128221; RT : Spit on my chest like a nasty bitch.,profane
Salute a real nicca http://t.co/3fOYAYwLWS,profane
"Sam is hands down easily no doubt in a million years my least favorite character, such a little bitch! #freaksandgeeks",profane
"Sam is such a bitch, Ronnie got in a fight because of you &#128530;",profane
"Same bitches they be all in my face bout how they couldn't do it , be the same bitches all on his dick &#128530;",profane
Same hoe said I couldn't get it tryna kick it.,profane
"Same hoes with they ass out tonight gonna be singing ""Jesus Loves Me"" in the morning",profane
Same niccas tryna be around me .. The same niccas that used to down me!,profane
Same people bitchin about jetpacks and shit in AW are counting down the days until it comes out buncha fags.,profane
"Same reason u look like anthony davis with them eyebrows"": Why the fuck do niggers act so different when girls are around?:-S""",profane
"Same shit RT : But your bm tho? ... "": If my ex wanna go fuck my enemy, may God be with her. Ain't my hoe no more.""",profane
"Same. RT That was back when i found myself listening to mad """"""""""""real hip hop"""""""""""". Zero bitches in sight",profane
Sapete che? Vi odio..... ho finito..,not profane
"Savage can fuck right off, shirty cunt",profane
"Saw 5 pick up a dime off the floor with her toes. Apparently my ""monkey toes"" gene is strong with that one.",not profane
"Saw a vine of Kobe calling Dwight Howard ""you a bitch ass nigga""",profane
"Saw brownies on the kitchen counter, bit into one and immediately a surge of pain and spice hit my tongue. Chili flakes. Eff you, Brian.",not profane
Saw my dog humpin this female dog the other day. Now the female is waiting outside my door for a quick hook up. My dog gets bitches!,profane
Saw this bad bitch today &#128539; http://t.co/BuFua1Pr8v,profane
"Saw this little freshman ho with what looked like spiked dog collar (stupidest shit ever) so everytime I saw her I said ""so sexy"" lmao",profane
Saw three GROWN men on a motorcycle &amp; that bitch was barely moving lmao what the hell,profane
Say I'm wrong but I can treat that pussy right,profane
Say it again RT : Alotta you bitches standards are niggas that&#8217;s outta yall league,profane
Say it to me when I confront you pussy fuck,profane
"Say it's all about the hoes when it's all about ou, even when I'm with my hoes, I tell em all about you",profane
Say my fuccn name hoe!,profane
Say my fucking name hoe,profane
"Say what ya want but if I'm single and I have the opportunity to have a dick in my ass AND pussy at the same time, I'ma take it.",profane
"Say what you want about , but that bitch has pipes!",profane
Say you love that bitch so much I'll kill yo ass in front of her,profane
Say you love that bitch so much I'll kill you right in front of her,profane
Saya Natsukawa gets her pussy fucked and licked by two horny&#160;Japaneses. http://t.co/e1va9eIIz3,profane
Scandal: A Negro Bed Wench's Fairy-tale and propaganda: http://t.co/tp1Sa5u8uO via : A must see for Hebrew Daughters of Zion!,profane
"Scary bitches on Twitter never @ the nigga the have a crush on, always on some ""oomf"" shit",profane
School Schoo Scho Sch Sc S St Sta Stay Stay h Stay ho Stay hom Stay home,not profane
School ghetto as fuck http://t.co/QrhwQTUEU1,profane
School sucks more dick than the hoes who attend it.,profane
"Scientists have recently discovered that bitches, do in fact, ""Be trippin""",profane
Scott brooks finds new ways to flip me the bird each game. I know it's the right move but #Idontcare #KDStreak #imsad,not profane
Scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend...&#128299;&#128298; I'll kill you bitch &#128545;,profane
Scrappy got the hoes &#128056;&#9749;&#65039;.. It's 3 of em on stage I wonder how many in the audience,profane
Scrappy mom run all his bitches away,profane
Screaming like a lil bitch &#128514;,profane
Screaming money over hoes nigga you ain't fuck shit,profane
Sean Kingston look like a Facebook dyke http://t.co/OxFbMRTOCs,profane
"Search the terms ""Obama"" and ""Twinkie"" and get a bunch of people rehashing the same handful of jokes while having no idea why Hostess failed",profane
Seaside smell like stank ass pussy bruh&#128514;&#128514;,profane
"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers. http://t.co/rwhgMRLaZX",profane
Sebastian is high on cat nip rn,not profane
Second time these gentrified bitches got on my nerves this morning.,profane
Secondary playing like hoes.,profane
"Seconds from the end what's it gonna be, pull the trigger bitch",profane
"Seconds from the end, what's it gonna be, pull the trigger bitch.",profane
See &#128064; ima stop &#10060;&#128282; getting on this here Twitter arguing with you hoes&#128078;&#128078;......stupidity is a trait that I &#9757;&#65039;DONT NOT FUCK WITH &#128680;&#128679;,profane
See bitches ruin sports kobe don't play no damn football. Either you was looking to be mentioned for stupidity or ya momma a hoe. Or both.,profane
"See me ride out of that sunset, on your, colored TV screen #TNT #ACDC",not profane
See my nig today somebody who understands the music like me !!,profane
See niggas they be mad and all these hoes go &#128584;,profane
See the jumbotron? That&#8217;s where the jig is,not profane
See two of his bitches in the cluuuuub &#8220;: What he do for a living? http://t.co/CS9dfgl7EW&#8221;,profane
See when you paid them bitches pay attention but when you broke you never mentioned so fuck em and keep it strictly pimpin,profane
See why these pussies need their guns! http://t.co/6CHtQNr3mU,profane
See you fags in 8 hours,profane
See you on the #tron side bitches.........,profane
See&gt; Its a FINE LINE&gt; Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding&gt; #PERIOD&gt;,profane
See... he already know he a faggot lmao,profane
Seeing another baseball team just makes me wanna book my trip right now.,not profane
Seeing elder queer couples marry really is emotional. They get to live their final years with equality and with dignity.,profane
Seeing so many basic bitches rn,profane
Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed,profane
Seem like da colored folk be gettin in da way lately. I just sayin,profane
"Seen Glo eat a twat on stage watching that shit. And get eaten in the middle of a populated concourse, if I ain't mistaken...",profane
"Seen it all before , bitch got a man but she scheming on the Low &#128564;",profane
Seen niccas come up ... I seen niccas fall,profane
Selling ex lax brownies in front of Meijer to pregnant women. #GoodDeed,not profane
Senator is an anchor baby! Go back from where you came. #natural #born #Canadian,profane
Send me an emojii and I'll tweet why your a pussy http://t.co/ZiZfh2ffrD,profane
Send that bitch a smiley face. Bitches love smiley faces :),profane
Sendin the link to Wishy Washy to my old hoes,profane
Senior privileges bitch,profane
"Sent ideas in to VOEM , they only seem to wanna hold testing/drills in nice weather, we need to run mock incidents in bad weather, night,",not profane
Serious question here; How many country songs mention honkey tonk(s)?,not profane
Serious question: what do white boys pull up on bitches bumpin?,profane
Seriously if you're living at someone's place for free the least you could do is help keep it clean #ratchet #lazy #hoe,profane
"Seriously, reading 'thriller' like books spook me more than most horror movies. #bookgeek",not profane
"Seriously, retarded is a really funny word.",profane
Sesh with my n-words say it like a white kid yes my Kush is betta than yours u are a whore so please kill yo self fool bitch ass,profane
Sessy's a bitch but is a real homie. Unlike Gabby.,profane
"Seven digits niggas, two commas hoe.",profane
Sewing is also a requirement to be an #ISIS Jihadi girl - keep the men's clothes presentable #ISISFeminism http://t.co/sN5KUwMX78,not profane
Sex should be a reward in a relationship. Nigga has never done anything for you whatsoever yet you still give him the pussy...smh,profane
Sex with whoever I want whenever I want? Nah. My girl give me good pussy all the time.,profane
Sexy Japanese slut fingers and toys her pussy on the steps squirting her juice all&#160;over http://t.co/svs8idZjYp,profane
Sexy ass yellow bone,profane
Sexy bitch lame nigguh,profane
Sgp still in bitches dms,profane
Sh*t!!!! RT If K Michelle was apart of Baltimore twitter she'd be one of them hoes saying she's celibate smh,profane
Shades of Eric Chavez's past gold glove! #Yankees #Oakland,not profane
Shantrell tryna fight bitches in da clinic n shut &#128514;&#128514; She wanna wait til uh bitch sick to try to bump &#128514;&#128514;&#128128;,profane
Shara fuck you in Ya pussy. You know what I meant MF.,profane
Sharkeisha isn't dead you're all retarded lop,profane
Shaved pussy ho gets serious anal sex&#160;here! http://t.co/ECvvmwfh88,profane
"Shawty pussy wet, the dope drippn wet &#128166;",profane
"She May Be Dumb As A Stump, but even Sarah mocks OBAMA! http://t.co/Qwxb4wbfZq&#8221;",not profane
She a bad bitch period. But she didn't have to get these big ass implants &#128514; fucc http://t.co/Dd5iu85lPx,profane
She a bird for that ... Shit was disrespectful! Then ran outside n left her man to get bossed on!,profane
She a dirty bitch and I dotn have a doubt,profane
She a dyke if one side of her head is faded out,profane
She a hoe cause your boyfriend want her? she scary cause she dont talk shit like y'all? she ugly cause you don't like her? GROW UP!,profane
She a true boss bitch I respect her,profane
She actin b00gie around u cuz she used to them things u cant supply. Fuckin wit mee..cuz Mr.He ain't shit be the first to take a niqqa bitch,profane
"She actin like a hoe i dont want her, id rather just smoke my marijuana",profane
She be on some real shit n stay on some chill shit .. Besides all my niccas the only one I can chill wit!,profane
She be thinking she throwing that pussy back so good and all she doing is throwing ya nut process off,profane
She been a hoe all summer but soon as the fall weather hit she'll probably forget about all that and be a good girl again. That's the cycle,profane
She bet not put me on her gram I got bitches on the gram,profane
She bitch goddess thinks she owns New York????? .........wait...... #LameApocalypses,profane
She burned that bitch,profane
"She cares tho. Appreciate her. Lol RT : A trolling bitch is a lonely bitch.""",profane
"She come to visit and the pussy too good, she gotta move to the city within 3 months after yall first fuck or it ain't gon work.",profane
"She don't get emojis until after I bag, emojis are pussy shit",profane
She dont wanna fuck me she wanna fuck my wrist.. tell her like young dro fuck dat bitch!,profane
She even had a hoe name.,profane
She feelin a young niggah,profane
She fuck with me cause I ain't no bitch .,profane
She fuckin wit a young niggah,profane
"She get a bunch of money, spend it all on drugs, mobbin with her bitches, never fall in love &#128128;&#128168;&#128139;",profane
She give away that pussy like loose change,profane
She gon look over these bitches like terms and conditions...,profane
She gonna pop that pussy for a real niggaa,profane
She got arrested for domestic violence against him!! Ugh bitch -_-,profane
"She got ass, this bitch got hips, this bitch got thighs. This bitch here fine, this bitch here bad, she all the way live.",profane
She got every niggah lookin like dam,profane
She got me like fuck that bitch,profane
"She has zebra tights in her take home bag, me and my mom are just &#128525;",not profane
She in the mall she balling bitch buy something for me,profane
"She is not a ""whore"" she a ho",profane
"She just wanna run around the city and make memories that she can barely remember and I'd allow her, talk about pussy power.",profane
"She just want her pussy ate, she ain't gon text u back afterwards RT : who wants to hang out&#128069;",profane
"She kept whispering in my ear ""jasmin, you are so damn fine"".....I said ""bitch, jasmin is over there""",profane
She know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec !,profane
She know that im that niggah,profane
"She like ""bitch you know I got next, yasss"" http://t.co/5XVpWWFrub",profane
She like to argue so I sent dat bitch to law school,profane
She make me wanna take things slow but I can't even trust a hoe,profane
"She must not know I got over 3,000 followers breh this bitch gotta get the fuck up outta this VIP section dawg she decreasing my value",profane
She reps that O13 Yeah. Only the baddest of bitches #1x,profane
She said aye whass hannin lil bitch lol,profane
She said pop can u make it rain I said bitch I'm a water bearer I bring da flood I'll make you drown,profane
She said she don't like the fact that I smoke cigarettes. Well sorry Mrs.LadyBitch I don't like the fact that you're a hoe,profane
She said to bring a bitch of mine &#128514;done &#128514;&#128514;&#128514;,profane
She say her pussy hairy ... I wana see &#128047;&#128064;&#128064;&#128064;&#128064;,profane
"She say she can do that same thing as 5 bitches ,",profane
She say she want a nigga like me But that bitch mad cause she can't be my wifey,profane
She say that she was married well so is me she say her pussy hairy &#128570;&#128570; I wanna see &#128574;&#128064;,profane
"She says i act different, she thinks that its them bad bitches, Naw babe its just you and the thought of you being my misses..",profane
"She sent me one back, but I ain't even read it. Cause pussys only pussy and I get it when I need it..",profane
She sharing her hoe... She know though.. At least I hope she do. LMAO!,profane
She sounded like a bird crowing,not profane
"She suckin on my dick, cuz I'm a pretty bitch",profane
She talkin shit???? That bitch look like a Linebacker! #messinwithsasquach,profane
She the reason I'm quick to dip out on a bitch.,profane
She think she bad but my bitch meaner,profane
"She threw that pussy in a circle, I wanted her to throw it in a pentagon tho",profane
She told me that she love me I looked at and said bitch stop,profane
She told me trust no bitches &#128581; and watch yo homies &#128530;&#128064;,profane
She trash tho.,not profane
She tried to get you to rob the Wop but now the bitch in critical,profane
She unfollowed me after I said I cried watching dawn of the apes lmaooooooo,not profane
"She used to fuck wit A$AP, Too Shortsaid he know that bitch from way back",profane
She wanna talk shit.. but then have a friendship .. fuck you bitch and I hope u offended,profane
"She was like ima need you to write a statement. Bitch write yourself a diet! It's always the old people trying to snitch, bitch",profane
She wonder why im into her when all these hoes be into me,profane
She&#8217;s The key to world peace. RT : Hippo is such a pussy magnet Gawd,profane
She's a dumb bitch. Should've just said no. Extra shit unnecessary &#8220;: Lol relationship goals http://t.co/z6hQ1KQ6iB&#8221;,profane
"She's aint being a bitch, she's just tired of your bullshit. Her attitude towards you is based upon how you treat her.",profane
She's definitely a Kardashian bird RT : http://t.co/RY3ocBwVTn,not profane
She's just mad cuz her big toe looks like an angry bird! Haha,not profane
Sheehey back door cuts still go un guarded! #IU #HoosierHoops #hoosiers,not profane
"Sheeple just like &#128073;:OH those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. http://t.co/x3BwNM3jiI&#8221;",profane
"Shiiiit , drops you a couple extra dollars on that hoe. Get her a Brazilian. Gotsta spend money to make money!",profane
Shine on them hoes,profane
"Shine on them hoes, let em know that you run shit !",profane
"Shine on them hoes, let em know you run shit !",profane
Shirley Temple was a bad bitch when she was my age as well.,profane
Shit I have stalkers and obsessed bitches and crazy ex bitches after me. My life is wonderful,profane
"Shit is fucking retarded, no one wants to see this shit",profane
Shit is trash,profane
"Shit that Seth says, ""It's fatter than my cunt.""",profane
Shit where the gay bitches at ? Come be witcha girl tonight &#128527;&#128069;&#128166;&#128523;,profane
Shittin on all my old hoes,profane
Shoot dat nigga n his shordy bitch,profane
Shoot dice let yo hoe fade me,profane
Shoot out wit yo niccas you da type to throw da Pistol &#128588;,profane
Shoot that nigga &amp; his shorty bitch &#128143;&#128299;,profane
Shoot that nigga an his shorty bitch .,profane
Shoot you and your shorty bitch,profane
Short answer: Yes. ~ Sage Grouse Rebellion: Will Obama use two small birds to limit oil drilling in the West? http://t.co/TK0nZBBTte,not profane
Shot out to my main bitches and my side bitches&#128526;,profane
Should #Oscar go to or #Computer that turned him into an ape? http://t.co/oWgoCjxpXs NO...The #ComputerScience major #Movie,not profane
Should I be worried that a lady behind my building is talking to a crow?,not profane
Should I expect good pussy or good but not good for you pussy from a Tampico drinker?,profane
Should I take a nap though too kill a mocking bird or nah?,not profane
Should I tell this hoe who she look like cdfuuu,profane
Shoulda put retard mikey on AHS freakshow,profane
Shouldn't be liVing* RT : stank pussy should never be ate,profane
Shout out to babes ! Love that bitch. &#128536;&#128073;&#128076;,profane
Shout out to everyone that puts up with my retarded ass. I appreciate it.,profane
"Shout out to you ungrateful, inconsiderate bitches... I'm taking this shot for you...... Yea, you &#128521;&#128536;",profane
ShoutOut to Brooklyn and this $3.47/gal gas. On my way to Atlantic to mess with ghetto girls working at Target now.,profane
Shoutout that real bitch,profane
Shoutout to my Mamma cause she Ain't Raise no hoe,profane
Shoutout to this bitch for unfollowing me like I didn't noticed you like my pics just to unlike them&#8230; http://t.co/9xJTIMRCsG,profane
Shoutouts to my main bitches &amp; my side bitchess !!&#9994;,profane
Shouts out to all my goth bitches,profane
Shouts out to my down ass bitches who never give a nigga a hard time!,profane
Show last night was badass thanks to everyone who came out. If you didn't come out you're a retard. Unless you were at Cock Sparrer,profane
Shower rod that hoe http://t.co/TdZXBl6Isf,profane
Shreks on bitches,profane
Shrug. Maybe it's a Canadian bitch thing,profane
Shut the fuck up and quit being such a pussy hahahah,profane
Shut the fuck up you fucking cunt!,profane
"Shut the fuck up. I sent my sister a picture of a mini brownie and she was like ""is that a shroom"" like I wish! &#128514;&#128514;&#128514;",profane
Shut up birds it's bed time.,not profane
Shut up bitch i wasn't gonna roast.,profane
Shut up bitch swallow,profane
Shut up bitch you beat off to your sister.,profane
Shut up bitch. I'm trying to sleep &#128530;,profane
Shut up faggot,profane
Shut up hoe,profane
"Shut yo ""new year, new me"" lookin ass up bitch. &#58386;&#58386;",profane
Shut yo mesquito lookin ass up poped bitch,profane
Shutup faggot RT : To fumble : Took them a while&#8220;,profane
Shy girls &gt;&gt;,not profane
"Shy glizzy sound dumb as shit, you know nothing bout medellin",profane
Shy singer surprises and melts Simons heart: http://t.co/RbCWsvvdJY This was so damn beautiful! I almost cried!!,not profane
Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/iX03VrK0KI via,not profane
Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/rX8ynPg1Yd via,not profane
Shyt b pissing me off RT : ugh I cannot stand bitches like that smh,profane
"Shyyyyyt, 12 hours ain't no hoe... &#171; This fulltime..12/hr plus overtime and benefits sounds real good to me&#187;",profane
"Sick of hearing AP kids bitch about their ""oh so poor"" 4.2 GPA. No one cares.",profane
Sick of your coon antics RT : Accuracy RT : &#8220;Henny &gt; water&#8221; &#128128;&#128128;&#128128;,profane
Side bitches are basically new relationships started.An addition to the problems you already have with your primary woman.,profane
Side hoes need rounds too... RT : They always play stupid hoe song back to back,profane
Sierra almost got caught with the ole hick &#128514;&#128514;&#128514;,not profane
Sighs of relief from Beijing Guoan fans &amp; #China's govt as club nips Japanese rival 2-1 in tense match: #football http://t.co/EesEOR7Iba,not profane
Sike naw I love big smelly hoes doe,profane
Silly bitch shit never sleeps huh..,profane
Simple minded hoe,profane
Simply cani deal with a confrontation so I just back away when cunts get aw nasty towards me.. Changed a lot in the past few years tbh,profane
Sinai Jihadi Group Beheads 3 Accused of Being 'Spies of the Jews' http://t.co/3CDOsElI1k via,not profane
Since a lot of you lil bitches wanted to add the 5h hashtag into all my tweets I'll do that shit back #vote5sos,profane
Since a youngin bitch we been them niggas,profane
Since bitches love callin me by my ex girlfriends names so much ima start callin them the names of niggas they fucked,profane
"Since cats lick themselves all the time, they should be great at eattin pussy",profane
Since my girl like to argue I sent that bitch to law school,profane
Since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other&#8230; http://t.co/CCm3aoiSbP,profane
Since you gave me the pussy that ass getting fatter,profane
Since you hoes wanna be childish &#128514;&#128514;&#128514; http://t.co/P6v3xPXnrZ,profane
Single colored man looking fo a single white woman. Fat OK. I'm nigga,profane
Single like a dollar fucking bitches like im slater ..AWW MANE!,profane
Siri is terrible #cunt,profane
Sis said go to sleep I said bitch it's our b day I ain't sleeping &#128540;&#128540;&#128540;,profane
"Sit on my face, M U A H, before i eat da pussy, i say my grace &#128591;",profane
Sit the fuck down bitch RT : STFU RT : Y&#8217;all act like it doesn&#8217;t get cold in Denver.,profane
"Sitting alone watching White Chicks, no pants, fuzzy blankets, tea || turn up",not profane
Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in &amp; turn on their spic music. Jesus Christ,profane
"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri http://t.co/VlnhyAhaEW",not profane
"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri http://t.co/m9wYnrLtWz",not profane
Sitting up here next to the neighborhood crazy bitch &amp; she keeps randomly busting out laughing.,profane
Sixten just shoved like 8 Oreos down his throat,not profane
Skinny girls be having that gotta go a couple rounds pussy,profane
Skippin spanish class the rest of this week fuck dat bitch,profane
Skippy and the Kats. #FezBandName,not profane
Skylar needs to go back to Clarenceville. He taking all the hoes.,profane
Slack jawed yokel husband http://t.co/VE1PWFrz9t,not profane
Slap a hoe with a rusty axe ash my blunts on her ass,profane
Slap my hoes with a rake fake make great cake #illuminati,profane
Slap the bitch is fun...didnt know beer wasnt that bad,profane
Slaw ass team time to start dat bitch ova,profane
Slide in that hoe DM's like &#127938;&#127938;&#127938;,profane
Slide in the pussy like a surfboard,profane
Slide in your bitch Dms like &#128166; &#127940; https://t.co/W7QbM72Oyo,profane
Slim Hines lil bruda ainn bout it bitch how yu figure,profane
Slim niggah but you know i love em thick,profane
Sloppy ignorance in all my pockets &#128176;&#128176;&#128176;Come here lil bitch I want sloppy toppy &#128069;&#128166;,profane
Sloppy ignorance in all my pockets come her lil bitch I want sloppy toppy,profane
Slowbros over hoes,profane
Slut I ain't playin' go find a white crayon and color a fuckin zebra.,profane
Slut ass queen bee bitch.,profane
Slut opp thot hoe,profane
Sluts and hoes are needed.Respect their services.,profane
Smack these hoes on they ass like we birthed these bitches,profane
Smashed a werewolf chick and thought she was related to so I felt guilty but then later discovered he didn't know the ho,profane
"Smellin good, bitches wanna hug me",profane
Smfh RT : trash..slow as fuck..cant even get a nike release on that,profane
Smfh boy you sound just like them hoes!! RT : Idk why everybody be hating on the Puerto Rican princess,profane
Smh &amp;&amp; its not bitches its BITCH ASS NIGGAHS,profane
Smh hate that hoe,profane
Smh ma niggah,profane
Smh queer,profane
Smh u niggers &amp; ur music knowledge,profane
"Smh you dreamed I was a faggot? Wow RT : My dream lmfao start from the bottom , up . http://t.co/ng0GYWaehF",profane
Smh. Go play dreamcast RT : Hate playing with someone at home on that trash ass default broadcast cam... 2K camera is the goat,profane
Smile at the bitches who hate you.,profane
Smile at the hoes who hate you.,profane
Smoke good weed with a bad bitch,profane
Smoke good weed with bad bitch and give a good girl bad habits,profane
Smoke sesh niggah what u mean,profane
Smoke sum bitch,profane
Smoke summm bitch,profane
Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;,profane
Smokin on loud that will have yo ass panicking.... but wwn you show up all the hoes start vanishing!,profane
Smokin stuntin. Riding round town wit a bitch so bad but she don't mean nothing,profane
Smoking Brooklyn got me high as giraffe pussy,profane
